"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,35302
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,36063
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,35172
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,35026
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,34932
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,35414
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,35436
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,42958
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,41798
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,0,0,40797,40299
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,537
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,547
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,449
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,536
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,450
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,465
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,549
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,548
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,438
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,0,25401,449
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,11549
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,6175
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,6518
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,2661
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,13597
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,2658
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,13856
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,2717
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,11331
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,0,0,0,41491,6539
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,450
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,454
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,424
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,434
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,420
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,422
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,441
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,398
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,423
"unspecified","BELNR","string",971365,100000,-1,-1,17,2,1,0,0,26095,383
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2668
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2667
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2706
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2665
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,6238
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2661
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2653
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,3010
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2669
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,0,0,0,41828,2876
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,376
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,373
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,392
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,377
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,377
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,442
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,405
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,402
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,379
"unspecified","BELNR","string",971365,100000,-1,-1,17,4,1,0,0,26432,383
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2687
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2674
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2660
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2708
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2698
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2665
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2665
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2681
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2652
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,0,0,0,42502,2741
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,381
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,394
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,382
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,380
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,375
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,395
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,390
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,375
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,375
"unspecified","BELNR","string",971365,100000,-1,-1,17,8,1,0,0,27106,452
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,72
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,71
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,72
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,71
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,75
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,72
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,72
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,72
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,73
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,0,1,0,72081,74
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,251
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,200
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,196
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,202
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,204
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,186
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,331
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,205
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,207
"unspecified","BELNR","string",971365,100000,-1,-1,17,0,1,0,1,47216,210
